Query,Region,Title,Price (USD),Time Left,Buying Options,Condition,Health,Scrap Value,Off-Market Contacts,Seller,Link,Image
vintage diver,EBAY_US,Casio MTD-1071-1A1 Vintage Classic Watch (MTD1071-1A1),110,Unknown,Buy It Now,New with box and papers,UNKNOWN,N/A,None,jubileetrader,"=HYPERLINK(""https://www.ebay.com/itm/287268833961?_skw=vintage+diver&hash=item42e28e8aa9:g:fMoAAeSwATdp3CU7"", ""Open eBay"")",https://i.ebayimg.com/images/g/fMoAAeSwATdp3CU7/s-l225.jpg
vintage diver,EBAY_US,Vintage 1960’s WALTHAM Swiss Made Diver Watch 17 Jewels RARE GREEN - FREE SHIP,499,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,worldpawnexchange,"=HYPERLINK(""https://www.ebay.com/itm/177187516000?_skw=vintage+diver&hash=item294132ee60:g:0YEAAOSwMl1oS2RV"", ""Open eBay"")",https://i.ebayimg.com/images/g/0YEAAOSwMl1oS2RV/s-l225.jpg
vintage diver,EBAY_US,Vintage (Pre-Tag) Heuer Ladies 28mm 1000 Series Gold Plated Watch Ref 980.038/17,549,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,rtm127,"=HYPERLINK(""https://www.ebay.com/itm/357740811075?_skw=vintage+diver&hash=item534b039343:g:cdQAAOSw7nlmXQG9"", ""Open eBay"")",https://i.ebayimg.com/images/g/cdQAAOSw7nlmXQG9/s-l225.jpg
vintage diver,EBAY_US,Vintage Jean Cardot Watch 17 Jewels Diver,75,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,crownpawnshop,"=HYPERLINK(""https://www.ebay.com/itm/165180481090?_skw=vintage+diver&hash=item2675861e42:g:Fj8AAOSwWS5hjw9y"", ""Open eBay"")",https://i.ebayimg.com/images/g/Fj8AAOSwWS5hjw9y/s-l225.jpg
vintage diver,EBAY_US,Vintage McGregor Hunt Club Quartz Watch,149,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,worldpawnexchange,"=HYPERLINK(""https://www.ebay.com/itm/177772393230?_skw=vintage+diver&hash=item29640f730e:g:tAAAAeSwvLZpZZki"", ""Open eBay"")",https://i.ebayimg.com/images/g/tAAAAeSwvLZpZZki/s-l225.jpg
vintage diver,EBAY_US,Vintage Casio G-Shock GW-530A (2688) Tough Solar Atomic Watch * WORKING *,67,Unknown,Buy It Now,Pre-owned - Good,RUNNING,N/A,None,shm71hdz,"=HYPERLINK(""https://www.ebay.com/itm/147501002379?_skw=vintage+diver&hash=item2257beae8b:g:GWoAAeSw8fdqfRAT"", ""Open eBay"")",https://i.ebayimg.com/images/g/GWoAAeSw8fdqfRAT/s-l225.jpg
vintage diver,EBAY_US,Men’s Elgin Steel Gold Tone Rotating Bezel 100m Water Resistant Vintage Watch,115,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,bringbackda90s,"=HYPERLINK(""https://www.ebay.com/itm/286935209541?_skw=vintage+diver&hash=item42ceabd645:g:7GgAAeSwbd9pFTZG"", ""Open eBay"")",https://i.ebayimg.com/images/g/7GgAAeSwbd9pFTZG/s-l225.jpg
vintage diver,EBAY_US,Seiko SDS099 Watch 7002-7020 Vintage Diver ,225,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,serg215,"=HYPERLINK(""https://www.ebay.com/itm/168155949551?_skw=vintage+diver&hash=item2726e029ef:g:UZcAAOSw1Fhe0FNc"", ""Open eBay"")",https://i.ebayimg.com/images/g/UZcAAOSw1Fhe0FNc/s-l225.jpg
vintage diver,EBAY_US,Vintage TAG Heuer 1000 Professional 980.020 Two Tone Gold Diver - Serviced,520,Unknown,Buy It Now,For parts or not working,UNKNOWN,N/A,None,pacificwatchvault,"=HYPERLINK(""https://www.ebay.com/itm/318721050025?_skw=vintage+diver&hash=item4a354145a9:g:bEcAAeSwPyVqoHby"", ""Open eBay"")",https://i.ebayimg.com/images/g/bEcAAeSwPyVqoHby/s-l225.jpg
vintage diver,EBAY_US,Vintage Y2K NOS Casio G-Shock DW-9000 With **NEW BATTERY**,125,Unknown,"Buy It Now, Accepts Offers",New with box and papers,UNKNOWN,N/A,None,trashytre9,"=HYPERLINK(""https://www.ebay.com/itm/800331134389?_skw=vintage+diver&hash=itemba5773f5b5:g:LQ0AAeSwzXdqVDoA"", ""Open eBay"")",https://i.ebayimg.com/images/g/LQ0AAeSwzXdqVDoA/s-l225.jpg
vintage diver,EBAY_US,"Vintage ENICAR ""Ocean Pearl"" Swiss 1960's Automatic Retro Men's Watch W/ Date !!",699,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,solitudeinmind,"=HYPERLINK(""https://www.ebay.com/itm/226042856118?_skw=vintage+diver&hash=item34a13442b6:g:7oUAAOSwgQ1l8OP4"", ""Open eBay"")",https://i.ebayimg.com/images/g/7oUAAOSwgQ1l8OP4/s-l225.jpg
vintage diver,EBAY_US,🍯🍯Superb Rare Vintage 7 JWL Caravelle by Bulova Mechanical Men Watch 70s🍯🍯,100,Unknown,"Buy It Now, Accepts Offers",For parts or not working,UNKNOWN,N/A,None,watchlovercollector,"=HYPERLINK(""https://www.ebay.com/itm/376617902589?_skw=vintage+diver&hash=item57b02d21fd:g:v3wAAeSw8hNo7F6f"", ""Open eBay"")",https://i.ebayimg.com/images/g/v3wAAeSw8hNo7F6f/s-l225.jpg
vintage diver,EBAY_US,Vintage 90's Swiss Army Watch Striker Model Rare Turquoise Bezel w/ New Battery!,169,Unknown,Buy It Now,Pre-owned - Excellent,UNKNOWN,N/A,None,jammajam,"=HYPERLINK(""https://www.ebay.com/itm/267637377754?_skw=vintage+diver&hash=item3e506e4ada:g:xYsAAeSwmlFp3FKu"", ""Open eBay"")",https://i.ebayimg.com/images/g/xYsAAeSwmlFp3FKu/s-l225.jpg
vintage diver,EBAY_US,Vintage Nike Air men’s Dress Brown Leather Quartz Analog Watch 38MM,79,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,tool_freak,"=HYPERLINK(""https://www.ebay.com/itm/257618823480?_skw=vintage+diver&hash=item3bfb474938:g:B~UAAeSw~oJqVFJR"", ""Open eBay"")",https://i.ebayimg.com/images/g/B~UAAeSw~oJqVFJR/s-l225.jpg
vintage diver,EBAY_US,(2) Vintage Seiko Sleek Tank Black/Gold 27mm Date @ 6 Dress Watches - FREE SHIP!,79,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,jmchugh35jw,"=HYPERLINK(""https://www.ebay.com/itm/147432912096?_skw=vintage+diver&hash=item2253afb4e0:g:gAEAAeSwU7xqVExm"", ""Open eBay"")",https://i.ebayimg.com/images/g/gAEAAeSwU7xqVExm/s-l225.jpg
vintage diver,EBAY_US,"Rado 36mm Vintage ""Captain Cook"" Automatic Stainless Steel Watch! Ref: 11773!",699,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,rtm127,"=HYPERLINK(""https://www.ebay.com/itm/356462401805?_skw=vintage+diver&hash=item52fed0990d:g:tkAAAOSw-Ndne2UR"", ""Open eBay"")",https://i.ebayimg.com/images/g/tkAAAOSw-Ndne2UR/s-l225.jpg
vintage diver,EBAY_US,Vintage Seiko 6309-7049 Turtle Case 150m Divers Watch 1984 Blue Fade Bezel,650,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,workscamera,"=HYPERLINK(""https://www.ebay.com/itm/287457541443?_skw=vintage+diver&hash=item42edcdfd43:g:oVsAAeSw9ZVqVFtn"", ""Open eBay"")",https://i.ebayimg.com/images/g/oVsAAeSw9ZVqVFtn/s-l225.jpg
vintage diver,EBAY_US,Flik Flak Blue Divers Watch 35mm Unisex Vintage,82,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,watchinspect,"=HYPERLINK(""https://www.ebay.com/itm/226348716338?_skw=vintage+diver&hash=item34b36f5132:g:TasAAOSwDQpm47Rm"", ""Open eBay"")",https://i.ebayimg.com/images/g/TasAAOSwDQpm47Rm/s-l225.jpg
vintage diver,EBAY_US,Vintage Timex Atlantis 100 Indiglo Alarm Chronograph Digital Mens Watch New Batt,75,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,shaggydog_24,"=HYPERLINK(""https://www.ebay.com/itm/204091735806?_skw=vintage+diver&hash=item2f84d0befe:g:PCkAAOSwdb5jH~8o"", ""Open eBay"")",https://i.ebayimg.com/images/g/PCkAAOSwdb5jH~8o/s-l225.jpg
vintage diver,EBAY_US,Vintage Watch Lot Citizen Ana-Digi Gold Fossil Blue AM-4062 Stainless Steel 3pc,80,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Fair,UNKNOWN,N/A,None,mike.bnc720_2,"=HYPERLINK(""https://www.ebay.com/itm/267697751996?_skw=vintage+diver&hash=item3e540787bc:g:WmcAAeSwnn9qLNfN"", ""Open eBay"")",https://i.ebayimg.com/images/g/WmcAAeSwnn9qLNfN/s-l225.jpg
vintage diver,EBAY_US,✅ Hamilton Watch - Golden Case & Dial - Day/Date SWISS Quartz - Rare Vintage ✅,349,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,distinctcollector,"=HYPERLINK(""https://www.ebay.com/itm/147151727467?_skw=vintage+diver&hash=item2242ed2b6b:g:WXUAAeSwCDtpjrVo"", ""Open eBay"")",https://i.ebayimg.com/images/g/WXUAAeSwCDtpjrVo/s-l225.jpg
vintage diver,EBAY_US,Vintage design G-SHOCK G-2110 Digital Watch Navy Blue Water Resistance,59,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Excellent,UNKNOWN,N/A,None,omart_76,"=HYPERLINK(""https://www.ebay.com/itm/358441100680?_skw=vintage+diver&hash=item5374c12588:g:NzMAAeSw2Cpp3Hco"", ""Open eBay"")",https://i.ebayimg.com/images/g/NzMAAeSw2Cpp3Hco/s-l225.jpg
vintage diver,EBAY_US,CASIO VINTAGE G-SHOCK G-601-1A 2003 Watch Black Digital Water Resista,69,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Excellent,UNKNOWN,N/A,None,omart_76,"=HYPERLINK(""https://www.ebay.com/itm/358441107657?_skw=vintage+diver&hash=item5374c140c9:g:lQcAAeSw7shp3Han"", ""Open eBay"")",https://i.ebayimg.com/images/g/lQcAAeSw7shp3Han/s-l225.jpg
vintage diver,EBAY_US,Vintage FREESTYLE Mens 38mm Analog Quartz Watch Steel Case Black Dial Made Japan,75,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,mcptrading,"=HYPERLINK(""https://www.ebay.com/itm/147256390191?_skw=vintage+diver&hash=item22492a322f:g:oNQAAeSwtdFp3H6z"", ""Open eBay"")",https://i.ebayimg.com/images/g/oNQAAeSwtdFp3H6z/s-l225.jpg
vintage diver,EBAY_US,Luminox H3 MBM Military Watch Swiss Made Tritium Dial Vintage Tactical Rare,368,Unknown,Buy It Now,New without box or papers,UNKNOWN,N/A,None,tylehurs_35,"=HYPERLINK(""https://www.ebay.com/itm/377030643101?_skw=vintage+diver&hash=item57c8c70d9d:g:Y2kAAeSwsGZps7AR"", ""Open eBay"")",https://i.ebayimg.com/images/g/Y2kAAeSwsGZps7AR/s-l225.jpg
vintage diver,EBAY_US,vintage watch Hilton,375,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,trick391,"=HYPERLINK(""https://www.ebay.com/itm/236753475874?_skw=vintage+diver&hash=item371f9b5922:g:N7IAAeSwU9Bp3HjG"", ""Open eBay"")",https://i.ebayimg.com/images/g/N7IAAeSwU9Bp3HjG/s-l225.jpg
vintage diver,EBAY_US,"Vintage Men's Casio Alarm Chronograph ""Arnie"" - AMW-320R / Ana-Digi New Batt",150,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,shaggydog_24,"=HYPERLINK(""https://www.ebay.com/itm/197613184026?_skw=vintage+diver&hash=item2e02a9e41a:g:2GIAAeSw49honDoQ"", ""Open eBay"")",https://i.ebayimg.com/images/g/2GIAAeSw49honDoQ/s-l225.jpg
vintage diver,EBAY_US,"Vintage Sector No Limits Womens Watch ADV 4500 Date 6"" Wrist New Battery",89,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Fair,UNKNOWN,N/A,None,curatedrevivals,"=HYPERLINK(""https://www.ebay.com/itm/287198252574?_skw=vintage+diver&hash=item42de598e1e:g:gRgAAeSwqkdpsu6A"", ""Open eBay"")",https://i.ebayimg.com/images/g/gRgAAeSwqkdpsu6A/s-l225.jpg
vintage diver,EBAY_US,CHRISTIAN AUDIGIER Men’s Watch Black Vintage Ed Hardy,50,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,the_bar_king,"=HYPERLINK(""https://www.ebay.com/itm/205040747177?_skw=vintage+diver&hash=item2fbd6182a9:g:cd4AAOSwlTdnC50N"", ""Open eBay"")",https://i.ebayimg.com/images/g/cd4AAOSwlTdnC50N/s-l225.jpg
vintage diver,EBAY_US,Vintage Citizen Yatch master Multifunction Men's Watch Collectible,190,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,rishabh85,"=HYPERLINK(""https://www.ebay.com/itm/335909895598?_skw=vintage+diver&hash=item4e35ca3dae:g:aIAAAeSwz0Zn-6zz"", ""Open eBay"")",https://i.ebayimg.com/images/g/aIAAAeSwz0Zn-6zz/s-l225.jpg
vintage diver,EBAY_US,Vintage Seiko Quartz Sports 150 Diver Watch – Rugged and Reliable,329,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,rubytishryanblake,"=HYPERLINK(""https://www.ebay.com/itm/256930479090?_skw=vintage+diver&hash=item3bd23ffbf2:g:mMYAAOSwG7FoIliD"", ""Open eBay"")",https://i.ebayimg.com/images/g/mMYAAOSwG7FoIliD/s-l225.jpg
vintage diver,EBAY_US,Vintage Lord Elgin Rose Gold Filled Watch Black Dial Wristwatch for Parts,169,Unknown,Buy It Now,For parts or not working,BROKEN/UNTESTED,N/A,None,junque.2008,"=HYPERLINK(""https://www.ebay.com/itm/227299039473?_skw=vintage+diver&hash=item34ec1418f1:g:Re4AAeSwFCdp3Ptu"", ""Open eBay"")",https://i.ebayimg.com/images/g/Re4AAeSwFCdp3Ptu/s-l225.jpg
vintage diver,EBAY_US,Citizen 8960 Quartz Analog + Digital Watch Vintage - Excellent !,59,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Excellent,UNKNOWN,N/A,None,caladisole,"=HYPERLINK(""https://www.ebay.com/itm/306547652943?_skw=vintage+diver&hash=item475fa9f94f:g:71gAAeSwd8po7RGL"", ""Open eBay"")",https://i.ebayimg.com/images/g/71gAAeSwd8po7RGL/s-l225.jpg
vintage diver,EBAY_US,Vintage Elgin Sportsman 20 ATM Mens Watch 39mm Black Two Tone Diver Day Date,90,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,prospectorcollectibles,"=HYPERLINK(""https://www.ebay.com/itm/137509176559?_skw=vintage+diver&hash=item20042f84ef:g:MdQAAeSwxMpqVVun"", ""Open eBay"")",https://i.ebayimg.com/images/g/MdQAAeSwxMpqVVun/s-l225.jpg
vintage diver,EBAY_US, Vintage 60's KINGSTON Broad Arrow Divers Watch Beautiful Dial Rotating Bezel,599,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,5starwatches,"=HYPERLINK(""https://www.ebay.com/itm/398169756989?_skw=vintage+diver&hash=item5cb4c4553d:g:Uk0AAOSwMgdX1uDq"", ""Open eBay"")",https://i.ebayimg.com/images/g/Uk0AAOSwMgdX1uDq/s-l225.jpg
vintage diver,EBAY_US,Rare Vintage Casio B812 Men’s Digital Sports Watch Module 58 JDM 1970s,75,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,honey_suckle,"=HYPERLINK(""https://www.ebay.com/itm/227429614609?_skw=vintage+diver&hash=item34f3dc8411:g:ZJMAAeSw64xo-UYU"", ""Open eBay"")",https://i.ebayimg.com/images/g/ZJMAAeSw64xo-UYU/s-l225.jpg
vintage diver,EBAY_US,Vintage Timex Men T29781 Divers Indiglo Silver Tone Quartz 40mm Watch,225,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,startadros,"=HYPERLINK(""https://www.ebay.com/itm/177860705939?_skw=vintage+diver&hash=item296952fe93:g:lyUAAeSwUpVpj1Bq"", ""Open eBay"")",https://i.ebayimg.com/images/g/lyUAAeSwUpVpj1Bq/s-l225.jpg
vintage diver,EBAY_US,Vintage 1976 Caravelle Black Red Devil Diver Swiss Runs Rare Coke,399,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Fair,RUNNING,N/A,None,secondhandfinders,"=HYPERLINK(""https://www.ebay.com/itm/117085816139?_skw=vintage+diver&hash=item1b42dbc54b:g:77gAAeSwEoBpZos3"", ""Open eBay"")",https://i.ebayimg.com/images/g/77gAAeSwEoBpZos3/s-l225.jpg
vintage diver,EBAY_US,invicta mens watch MODEL 9787 vintage PYRAMID COLLECTION  CHRONOGRAPH,125,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,mytradingstore,"=HYPERLINK(""https://www.ebay.com/itm/147371627079?_skw=vintage+diver&hash=item2250089247:g:rsgAAeSwuMZqLX1R"", ""Open eBay"")",https://i.ebayimg.com/images/g/rsgAAeSwuMZqLX1R/s-l225.jpg
vintage diver,EBAY_US,WORKING Vintage 1990s Blue Momentum Quartz Dive Watch,70,Unknown,Buy It Now,Pre-owned - Good,RUNNING,N/A,None,opalpop-28,"=HYPERLINK(""https://www.ebay.com/itm/377415519812?_skw=vintage+diver&hash=item57dfb7ce44:g:odUAAeSwzzNpF3zP"", ""Open eBay"")",https://i.ebayimg.com/images/g/odUAAeSwzzNpF3zP/s-l225.jpg
vintage diver,EBAY_US,Maranez Samui Vintage Brass Cream - New Shipped from USA ,449,Unknown,"Buy It Now, Accepts Offers",New with box and papers,UNKNOWN,N/A,None,shell.011,"=HYPERLINK(""https://www.ebay.com/itm/134530357605?_skw=vintage+diver&hash=item1f52a25965:g:yr8AAOSw3FNkOClk"", ""Open eBay"")",https://i.ebayimg.com/images/g/yr8AAOSw3FNkOClk/s-l225.jpg
vintage diver,EBAY_US,VTG Fossil Snap-on Watch 41mm Stainless Steel Date Glow In Dark Works!,59,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,goodpreownedclothes,"=HYPERLINK(""https://www.ebay.com/itm/206412441377?_skw=vintage+diver&hash=item300f23e721:g:PogAAeSw2S9qVQ-3"", ""Open eBay"")",https://i.ebayimg.com/images/g/PogAAeSw2S9qVQ-3/s-l225.jpg
vintage diver,EBAY_US,Seestern Vintage 407 600T Orange Stainless Steel Bezel Automatic Diver Watch 40,299,Unknown,"Buy It Now, Accepts Offers",New with box and papers,UNKNOWN,N/A,None,compeve_corp,"=HYPERLINK(""https://www.ebay.com/itm/305313117971?_skw=vintage+diver&hash=item4716147713:g:8rAAAeSw7sVocUl3"", ""Open eBay"")",https://i.ebayimg.com/images/g/8rAAAeSw7sVocUl3/s-l225.jpg
vintage diver,EBAY_US,Vintage Mens Freestyle Shark 798 TEAM Watch Black & Gold NEW WITH TAGS,150,Unknown,"Buy It Now, Accepts Offers",New with box and papers,UNKNOWN,N/A,None,nonnawickwire,"=HYPERLINK(""https://www.ebay.com/itm/304701108487?_skw=vintage+diver&hash=item46f199f107:g:QQcAAOSweVFjcSiG"", ""Open eBay"")",https://i.ebayimg.com/images/g/QQcAAOSweVFjcSiG/s-l225.jpg
vintage diver,EBAY_US,Vintage Mens Freestyle Shark 798 TEAM Watch Black & Gold,125,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,nonnawickwire,"=HYPERLINK(""https://www.ebay.com/itm/304701122751?_skw=vintage+diver&hash=item46f19a28bf:g:Qa8AAOSwiitjcSrm"", ""Open eBay"")",https://i.ebayimg.com/images/g/Qa8AAOSwiitjcSrm/s-l225.jpg
vintage diver,EBAY_US,Vintage Casio Digital Dive Watch With Depth Meter,375,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,katrinaglinberg,"=HYPERLINK(""https://www.ebay.com/itm/366270994744?_skw=vintage+diver&hash=item554773d938:g:jewAAeSw2yNptD2Q"", ""Open eBay"")",https://i.ebayimg.com/images/g/jewAAeSw2yNptD2Q/s-l225.jpg
vintage diver,EBAY_US,Casio Quartz AMW-320D Alarm Chronograph Digi Vintage Watch,150,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,wubalubadubz,"=HYPERLINK(""https://www.ebay.com/itm/398281868316?_skw=vintage+diver&hash=item5cbb73041c:g:HmwAAeSwDzRqffcx"", ""Open eBay"")",https://i.ebayimg.com/images/g/HmwAAeSwDzRqffcx/s-l225.jpg
vintage diver,EBAY_US,Casio Vintage Silver Digital Watch A100WE - Retro Illuminator Design,77,Unknown,Buy It Now,New with box and papers,UNKNOWN,N/A,None,missmarsbar,"=HYPERLINK(""https://www.ebay.com/itm/227172895642?_skw=vintage+diver&hash=item34e48f4b9a:g:AzYAAeSwvQ5pZoij"", ""Open eBay"")",https://i.ebayimg.com/images/g/AzYAAeSwvQ5pZoij/s-l225.jpg
vintage diver,EBAY_US,Vintage Mens Freestyle Shark 798 Watch 100 Meters Water Resistant,125,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,nonnawickwire,"=HYPERLINK(""https://www.ebay.com/itm/304701157170?_skw=vintage+diver&hash=item46f19aaf32:g:Mb0AAOSwNI1jcS-M"", ""Open eBay"")",https://i.ebayimg.com/images/g/Mb0AAOSwNI1jcS-M/s-l225.jpg
vintage diver,EBAY_US,Vintage Mens Freestyle Shark 79804  Watch 150 Meters Water Resistant,125,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,nonnawickwire,"=HYPERLINK(""https://www.ebay.com/itm/304701182125?_skw=vintage+diver&hash=item46f19b10ad:g:JfsAAOSwu9JjcTWC"", ""Open eBay"")",https://i.ebayimg.com/images/g/JfsAAOSwu9JjcTWC/s-l225.jpg
vintage diver,EBAY_US,Vintage Swiss Army Marlboro Gear 24/7 LT Watch – Model 26200 – New Old Stock!,150,Unknown,"Buy It Now, Accepts Offers",New with box and papers,UNKNOWN,N/A,None,lindadam_796,"=HYPERLINK(""https://www.ebay.com/itm/178403655701?_skw=vintage+diver&hash=item2989afc015:g:picAAeSwBCJqff0O"", ""Open eBay"")",https://i.ebayimg.com/images/g/picAAeSwBCJqff0O/s-l225.jpg
vintage diver,EBAY_US,Vintage Guess Waterpro 97’ Moonphase Date Day Dial St.Steel Men’s Watch New Batt,89,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,luxetimelegacy,"=HYPERLINK(""https://www.ebay.com/itm/256140434049?_skw=vintage+diver&hash=item3ba328da81:g:~X0AAOSw1L5ksDPC"", ""Open eBay"")",https://i.ebayimg.com/images/g/~X0AAOSw1L5ksDPC/s-l225.jpg
vintage diver,EBAY_US,Vintage Mens Chateau Dive Watch World Timer For Repairs 5 ATM,120,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,BROKEN/UNTESTED,N/A,None,agblex,"=HYPERLINK(""https://www.ebay.com/itm/365064283603?_skw=vintage+diver&hash=item54ff86e5d3:g:hzoAAOSwJrBmsgwH"", ""Open eBay"")",https://i.ebayimg.com/images/g/hzoAAOSwJrBmsgwH/s-l225.jpg
vintage diver,EBAY_US,Vintage 1960s Orvin Skin Diver For Sears,225,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,UNKNOWN,N/A,None,cmgarn,"=HYPERLINK(""https://www.ebay.com/itm/278085307135?_skw=vintage+diver&hash=item40bf2d0aff:g:v2UAAeSwycpobUxd"", ""Open eBay"")",https://i.ebayimg.com/images/g/v2UAAeSwycpobUxd/s-l225.jpg
vintage diver,EBAY_US,"Vintage Casio Men AMW-320F ""Arnie"" Divers Alarm Chronograph Ana Digi Watch ",265,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Excellent,UNKNOWN,N/A,None,builomi,"=HYPERLINK(""https://www.ebay.com/itm/278085307738?_skw=vintage+diver&hash=item40bf2d0d5a:g:wt0AAeSwXQNqLZ4B"", ""Open eBay"")",https://i.ebayimg.com/images/g/wt0AAeSwXQNqLZ4B/s-l225.jpg
vintage diver,EBAY_US,Vintage Retro Wittnauer  Automatic  Day/Date D11AE 8510  1970s Runs needs clean,165,Unknown,"Buy It Now, Accepts Offers",Pre-owned - Good,RUNNING,N/A,None,retiredjeweler,"=HYPERLINK(""https://www.ebay.com/itm/188056379408?_skw=vintage+diver&hash=item2bc908a010:g:vEQAAeSw1nlpj3rl"", ""Open eBay"")",https://i.ebayimg.com/images/g/vEQAAeSw1nlpj3rl/s-l225.jpg
vintage diver,EBAY_US,Vintage Rare Citizen D060 42-8035 WindSurfer Watch Japan  (PARTS OR REPAIR),200,Unknown,Buy It Now,For parts or not working,BROKEN/UNTESTED,N/A,None,goodiesales_7,"=HYPERLINK(""https://www.ebay.com/itm/286705227149?_skw=vintage+diver&hash=item42c0f6958d:g:G4oAAeSwRGVocfqu"", ""Open eBay"")",https://i.ebayimg.com/images/g/G4oAAeSwRGVocfqu/s-l225.jpg
vintage diver,EBAY_US,Men’s Vintage Buler Dive Watch. 25 Jewel,250,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,sealinder,"=HYPERLINK(""https://www.ebay.com/itm/307061481146?_skw=vintage+diver&hash=item477e4a5eba:g:h4AAAeSwqiRp0FeF"", ""Open eBay"")",https://i.ebayimg.com/images/g/h4AAAeSwqiRp0FeF/s-l225.jpg
vintage diver,EBAY_US,VINTAGE Casio PAT-40 Pathfinder Triple Sensor Module 1470 JAPAN M,89,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,discoveryday,"=HYPERLINK(""https://www.ebay.com/itm/317411132001?_skw=vintage+diver&hash=item49e72d8261:g:gxAAAeSws1Bo7Vzp"", ""Open eBay"")",https://i.ebayimg.com/images/g/gxAAAeSws1Bo7Vzp/s-l225.jpg
vintage diver,EBAY_US,Rare Vintage Casio Sea-Pathfinder Thermo Scanner SPF-10 Men’s Digital Watch JDM,699,Unknown,Buy It Now,Pre-owned - Good,UNKNOWN,N/A,None,honey_suckle,"=HYPERLINK(""https://www.ebay.com/itm/227429895174?_skw=vintage+diver&hash=item34f3e0cc06:g:g~8AAeSwGjJqVUsa"", ""Open eBay"")",https://i.ebayimg.com/images/g/g~8AAeSwGjJqVUsa/s-l225.jpg
vintage diver,EBAY_US,Vintage Saxony Allsport Skin Diver Men's Mechanical Wristwatch Steel & Chrome,72,Unknown,Buy It Now,Pre-owned - Fair,UNKNOWN,N/A,None,monkeycpro,"=HYPERLINK(""https://www.ebay.com/itm/116778735310?_skw=vintage+diver&hash=item1b308e16ce:g:18EAAeSwLihoxdca"", ""Open eBay"")",https://i.ebayimg.com/images/g/18EAAeSwLihoxdca/s-l225.jpg
